rank_revised,rank_prior,rank_change_vs_prior,bucket,company,ticker,listing,domicile,region,layer,thesis_key,summary,tier,residual_alpha_score,residual_upside_score,residual_upside_label,crowding_penalty_score,bottleneck_closeness_score,focus_bonus_score,ai_n,bottleneck_n,centrality_n,hidden_n,catalyst_n,alpha_revision_note,trace,evidence_grade,tags,latest_price,latest_currency,market_cap_usd_b,ytd_return_pct,market_data_as_of,market_data_source,base_residual_alpha_score,price_rerating_penalty_score,ai2027_price_adjusted_score,ai2027_trend_bonus_score,ai2027_trend_tags,ai2027_trend_note
11,8,-3,High-conviction residual alpha,Panasonic Holdings,6752,TSE: 6752,Japan,Non-US,Passives,"Polymer tantalum, electrolytics and resistor/current-sense exposure","Polymer tantalum, electrolytics and resistor/current-sense exposure; bottleneck, AI-adjacent, central-node.",Tier A,64.3,3,balanced,3,5,5.0,0.8,1.0,0.8,0.4,0.6,"The June 8 Investors Day confirms the passives bottleneck thesis (polymer cap capacity >2x by FY3/31, CBUs, supercapacitors), but on a residual-alpha page a +9.8% one-day rerating on globally broadcast news, stacked on +89% YTD, means the market just consumed much of the remaining asymmetry. The nam",1.0,A,"bottleneck, AI-adjacent, central-node",3924.0,JPY,51.73,88.79,2026-06-09,https://finance.yahoo.com/quote/6752.T/,71.4,0.9,70.5,-6.2,,AI 2027/current overlay: no direct factor; bonus -6.2 after cap/YTD discipline.
12,12,0,Secondary residual alpha,Quanta Computer,2382,TWSE: 2382,Taiwan,Non-US,ODM / racks,QCT rack integration and AI data-center platforms,"QCT rack integration and AI data-center platforms; tight-supply, direct-AI, 2026-catalyst, central-node.",Tier B,62.0,3,balanced,3,3,3.5,1.0,0.8,0.8,0.6,0.8,"Balanced AI supply-chain exposure, but not as mispriced as the top residual-alpha names.",0.7,A-,"tight-supply, direct-AI, 2026-catalyst, central-node",375.0,TWD,47.71,35.38,2026-06-09,https://finance.yahoo.com/quote/2382.TW/,63.2,0.0,63.2,-1.2,,AI 2027/current overlay: no direct factor; bonus -1.2 after cap/YTD discipline.
13,13,0,Crowded / rerated benchmark,LITEON Technology,2301,TWSE: 2301,Taiwan,Non-US,Power supplies,AI server power and 110kW power shelf at GTC 2026,"AI server power and 110kW power shelf at GTC 2026; bottleneck, direct-AI, underfollowed, near-term-catalyst, central-node.",Tier B,60.9,2,partially rerated,4,4,3.5,1.0,1.0,0.8,0.8,1.0,"Strategically important, but the stock already rerated; no longer top residual alpha.",0.6,B+,"bottleneck, direct-AI, underfollowed, near-term-catalyst, central-node",224.0,TWD,15.72,34.13,2026-06-09,https://finance.yahoo.com/quote/2301.TW/,51.4,0.0,51.4,9.5,"compute_factory,power_grid","AI 2027/current overlay: compute_factory,power_grid; bonus +9.5 after cap/YTD discipline."
14,14,0,Secondary residual alpha,Hon Hai Precision / Foxconn,2317,TWSE: 2317,Taiwan,Non-US,ODM / racks,"Rubin racks, modular AI data-center buildout","Rubin racks, modular AI data-center buildout; tight-supply, direct-AI, 2026-catalyst, central-node.",Tier B,58.4,3,balanced,3,3,3.5,1.0,0.8,0.8,0.4,0.8,"Balanced AI supply-chain exposure, but not as mispriced as the top residual-alpha names.",0.7,A-,"tight-supply, direct-AI, 2026-catalyst, central-node",277.5,TWD,126.29,19.61,2026-06-09,https://finance.yahoo.com/quote/2317.TW/,60.9,0.0,60.9,-2.5,,AI 2027/current overlay: no direct factor; bonus -2.5 after cap/YTD discipline.
15,15,0,Secondary residual alpha,Infineon Technologies,IFX,XETRA: IFX,Germany,Non-US,Power semis,Power semis and energy efficiency exposure,"Power semis and energy efficiency exposure; tight-supply, AI-adjacent, central-node.",Tier B,57.4,3,balanced,3,4,3.5,0.8,0.8,0.8,0.4,0.6,"Direct bottleneck exposure remains attractive, though less hidden than Tier A names.",0.4,C+,"tight-supply, AI-adjacent, central-node",75.66,EUR,113.45,97.73,2026-06-09,https://finance.yahoo.com/quote/IFX.DE/,60.9,1.5,59.4,-2.0,power_grid,AI 2027/current overlay: power_grid; bonus -2.0 after cap/YTD discipline.
16,16,0,Secondary residual alpha,Legrand,LR,EPA: LR,France,Non-US,Power distribution,"Busway, PDU and electrical distribution leverage","Busway, PDU and electrical distribution leverage; tight-supply, AI-adjacent, central-node.",Tier B,53.7,3,balanced,3,2,1.5,0.8,0.8,0.8,0.6,0.6,"Useful AI exposure, but farther from the passive/power bottleneck stack.",0.4,C+,"tight-supply, AI-adjacent, central-node",138.2,EUR,42.26,8.14,2026-06-09,https://finance.yahoo.com/quote/LR.PA/,49.4,0.0,49.4,4.3,power_grid,AI 2027/current overlay: power_grid; bonus +4.3 after cap/YTD discipline.
17,19,2,Secondary residual alpha,Kyocera,6971,TSE: 6971,Japan,Non-US,Passives,"AVX-taut bottlenecks across tantalum, ceramic and specialty capacitors","AVX-taut bottlenecks across tantalum, ceramic and specialty capacitors; bottleneck, AI-adjacent, central-node.",Tier B,51.7,2,partially rerated,4,5,5.0,0.8,1.0,0.8,0.4,0.6,"On a crowding-sensitive residual-alpha list, the latest ~28% 30-day leg is driven by a heavily publicized activist/AGM event (ISS and Glass Lewis backing Oasis), not by new passives or ceramic-package bottleneck evidence - residual alpha is being consumed by event-driven flows into June 25.",1.0,A,"bottleneck, AI-adjacent, central-node",3627.0,JPY,25.70,62.54,2026-06-09,https://finance.yahoo.com/quote/6971.T/,49.2,0.0,49.2,2.5,packaging_memory_test,AI 2027/current overlay: packaging_memory_test; bonus +2.5 after cap/YTD discipline.
18,17,-1,Secondary residual alpha,Sumitomo Electric,5802,TSE: 5802,Japan,Non-US,Cables / optics,Power cable and optical interconnect leverage,"Power cable and optical interconnect leverage; tight-supply, AI-adjacent, central-node.",Tier B,50.3,3,balanced,3,2,0.0,0.8,0.8,0.8,0.6,0.6,"Useful AI exposure, but farther from the passive/power bottleneck stack.",0.3,C,"tight-supply, AI-adjacent, central-node",12040.0,JPY,62.91,79.43,2026-06-09,https://finance.yahoo.com/quote/5802.T/,42.8,0.3,42.5,7.8,"compute_factory,packaging_memory_test,power_grid","AI 2027/current overlay: compute_factory,packaging_memory_test,power_grid; bonus +7.8 after cap/YTD discipline."
19,51,32,Board-level power & passives,Sanyo Denki,6516.T,Tokyo Stock Exchange: 6516,Japan,Non-US,San Ace fan franchise (industry-leading counter-rotating fans for GPU servers an,"The quiet component-level winner of hybrid AI cooling. San Ace counter-rotating fans are designed into GPU servers, fan ","The quiet component-level winner of hybrid AI cooling. San Ace counter-rotating fans are designed into GPU servers, fan walls, and rear-door heat exchangers, and fan content per rack rises even as direct-to-chip liquid cooling scales (sidecars and CDUs still need high-static-pressure fans and now pu",Tier B,48.0,4,under-owned,1,4,3.0,0.7,0.7,0.6,0.8,0.7,Added 2026-06-09 from agent discovery sweep (cooling-thermal): Stock doubled over 12 months but still trades at ~26x trailing PE versus 80-180x for Taiwanese and Chinese cooling peers; no sell-side AI narrative attached; absent from AI thermal baskets because cooling is buried inside a three-segment,0.7,B,"agent-discovery, cooling-thermal",6560.0,JPY,1.41,55.45,2026-06-09,https://finance.yahoo.com/quote/6516.T/,39.5,0.0,39.5,8.5,"compute_factory,power_grid","AI 2027/current overlay: compute_factory,power_grid; bonus +8.5 after cap/YTD discipline."
20,18,-2,Secondary residual alpha,ASE Technology,3711,TWSE: 3711,Taiwan,Non-US,Advanced packaging / test,Packaging and test leverage for AI silicon,"Packaging and test leverage for AI silicon; AI-adjacent, central-node.",Tier B,46.8,3,balanced,3,3,3.5,0.8,0.6,0.8,0.6,0.6,"On a residual-alpha lens the strong May print (ATM +37.9% YoY) was instantly consumed by a +5.4% same-day repricing on top of a 120% YTD run; the name is now a consensus Strong Buy with valuation flags, so unpriced asymmetry shrank even as fundamentals confirmed.",0.4,C+,"AI-adjacent, central-node",569.0,TWD,80.26,120.54,2026-06-09,https://finance.yahoo.com/quote/3711.TW/,54.5,3.0,51.5,-4.7,packaging_memory_test,AI 2027/current overlay: packaging_memory_test; bonus -4.7 after cap/YTD discipline.
21,22,1,Monitor / benchmark,Tripod Technology,3044,TWSE: 3044,Taiwan,Non-US,PCB,Server/networking PCB leverage,"Server/networking PCB leverage; tight-supply, underfollowed, central-node.",Tier C,46.6,2,partially rerated,4,3,3.5,0.6,0.8,0.8,0.8,0.6,"Genuinely new fundamental evidence since yesterday's hold: record May revenue with YoY growth accelerating from 29% to 47% and the order-overflow dynamic directly confirms the tight-supply, central-node thesis, while the stock only repriced +4.6% on the print - fundamentals are outrunning recognitio",0.5,B,"tight-supply, underfollowed, central-node",500.0,TWD,8.30,60.0,2026-06-09,https://finance.yahoo.com/quote/3044.TW/,39.6,0.0,39.6,7.0,"compute_factory,packaging_memory_test","AI 2027/current overlay: compute_factory,packaging_memory_test; bonus +7.0 after cap/YTD discipline."
22,20,-2,Secondary residual alpha,STMicroelectronics,STM,NYSE/EPA: STM,Switzerland,Non-US,Power semis,Power and control semis for AI infrastructure,"Power and control semis for AI infrastructure; tight-supply, AI-adjacent, central-node.",Tier B,45.9,3,balanced,3,4,3.5,0.8,0.8,0.8,0.4,0.6,"Direct bottleneck exposure remains attractive, though less hidden than Tier A names.",0.4,C+,"tight-supply, AI-adjacent, central-node",73.32,USD,65.17,167.88,2026-06-09,https://finance.yahoo.com/quote/STM/,59.5,5.9,53.6,-7.7,power_grid,AI 2027/current overlay: power_grid; bonus -7.7 after cap/YTD discipline.
23,21,-2,Secondary residual alpha,Fuji Electric,6504,TSE: 6504,Japan,Non-US,Power electronics,Power semis and power systems leverage,"Power semis and power systems leverage; tight-supply, AI-adjacent, central-node.",Tier B,44.9,2,partially rerated,4,4,3.5,0.8,0.8,0.8,0.6,0.6,"Balanced AI supply-chain exposure, but not as mispriced as the top residual-alpha names.",0.4,C+,"tight-supply, AI-adjacent, central-node",13975.0,JPY,14.03,15.59,2026-06-09,https://finance.yahoo.com/quote/6504.T/,39.4,0.0,39.4,5.5,power_grid,AI 2027/current overlay: power_grid; bonus +5.5 after cap/YTD discipline.
24,23,-1,Secondary residual alpha,Chroma ATE,2360,TWSE: 2360,Taiwan,Non-US,Test / power electronics,Power electronics and test infrastructure,Power electronics and test infrastructure; underfollowed.,Tier B,44.2,3,balanced,3,4,3.5,0.6,0.6,0.6,0.8,0.6,"Direct bottleneck exposure remains attractive, though less hidden than Tier A names.",0.4,C+,underfollowed,2390.0,TWD,32.90,200.25,2026-06-09,https://finance.yahoo.com/quote/2360.TW/,54.9,7.5,47.4,-3.2,"packaging_memory_test,power_grid","AI 2027/current overlay: packaging_memory_test,power_grid; bonus -3.2 after cap/YTD discipline."
25,24,-1,Crowded / rerated benchmark,Wiwynn,6669,TWSE: 6669,Taiwan,Non-US,ODM / racks,Direct NVIDIA Rubin AI infrastructure exposure,"Direct NVIDIA Rubin AI infrastructure exposure; tight-supply, direct-AI, underfollowed, near-term-catalyst, central-node.",Tier B,43.4,2,partially rerated,4,3,3.5,1.0,0.8,0.8,0.8,1.0,"Strategically important, but the stock already rerated; no longer top residual alpha.",0.7,A-,"tight-supply, direct-AI, underfollowed, near-term-catalyst, central-node",5300.0,TWD,31.08,18.3,2026-06-09,https://finance.yahoo.com/quote/6669.TW/,44.6,0.0,44.6,-1.2,,AI 2027/current overlay: no direct factor; bonus -1.2 after cap/YTD discipline.
26,25,-1,Secondary residual alpha,Mitsubishi Electric,6503,TSE: 6503,Japan,Non-US,Factory / power,Electrical equipment and automation leverage,"Electrical equipment and automation leverage; tight-supply, AI-adjacent, central-node.",Tier B,43.4,3,balanced,3,2,0.0,0.8,0.8,0.8,0.4,0.6,"Useful AI exposure, but farther from the passive/power bottleneck stack.",0.4,C+,"tight-supply, AI-adjacent, central-node",5819.0,JPY,76.31,21.48,2026-06-09,https://finance.yahoo.com/quote/6503.T/,39.1,0.0,39.1,4.3,power_grid,AI 2027/current overlay: power_grid; bonus +4.3 after cap/YTD discipline.
27,28,1,Crowded / rerated benchmark,Schneider Electric,SU,EPA: SU,France,Non-US,Power / cooling,AI factory power and cooling reference architecture,"AI factory power and cooling reference architecture; bottleneck, direct-AI, 2026-catalyst, hard-to-substitute.",Tier C,41.8,2,partially rerated,4,2,1.5,1.0,1.0,1.0,0.4,0.8,"Strategically important, but the stock already rerated; no longer top residual alpha.",0.7,A-,"bottleneck, direct-AI, 2026-catalyst, hard-to-substitute",263.45,EUR,173.61,11.14,2026-06-09,https://finance.yahoo.com/quote/SU.PA/,34.8,0.0,34.8,7.0,"compute_factory,power_grid","AI 2027/current overlay: compute_factory,power_grid; bonus +7.0 after cap/YTD discipline."
28,26,-2,Monitor / benchmark,HD Hyundai Electric,267260,KRX: 267260,South Korea,Non-US,Transformers / switchgear,Grid bottleneck transformer exposure,"Grid bottleneck transformer exposure; bottleneck, AI-adjacent, underfollowed, central-node.",Tier C,41.4,2,partially rerated,4,2,1.5,0.8,1.0,0.8,0.8,0.6,"Useful AI exposure, but farther from the passive/power bottleneck stack.",0.4,C+,"bottleneck, AI-adjacent, underfollowed, central-node",944000.0,KRW,22.40,15.26,2026-06-09,https://finance.yahoo.com/quote/267260.KS/,31.4,0.0,31.4,10.0,"compute_factory,physical_ai,power_grid","AI 2027/current overlay: compute_factory,physical_ai,power_grid; bonus +10.0 after cap/YTD discipline."
29,27,-2,Monitor / benchmark,Hyosung Heavy Industries,298040,KRX: 298040,South Korea,Non-US,Transformers / switchgear,Transformer and grid equipment leverage,"Transformer and grid equipment leverage; bottleneck, AI-adjacent, underfollowed, central-node.",Tier C,38.1,2,partially rerated,4,2,1.5,0.8,1.0,0.8,0.8,0.6,"On a crowding-sensitive alpha list, an 8.5% flow-driven single-day pop on top of +88% YTD with zero new fundamental evidence since June 6 erodes residual alpha; the name is now Korea's most expensive stock with consensus target hikes chasing it, the opposite of hidden/under-owned.",0.4,C+,"bottleneck, AI-adjacent, underfollowed, central-node",3467000.0,KRW,20.83,87.91,2026-06-09,https://finance.yahoo.com/quote/298040.KS/,30.7,0.9,29.8,8.3,"compute_factory,physical_ai,power_grid","AI 2027/current overlay: compute_factory,physical_ai,power_grid; bonus +8.3 after cap/YTD discipline."
30,29,-1,Monitor / benchmark,LS ELECTRIC,010120,KRX: 010120,South Korea,Non-US,Switchgear / automation,Switchgear and electrical distribution exposure,"Switchgear and electrical distribution exposure; bottleneck, AI-adjacent, underfollowed, central-node.",Tier C,34.7,2,partially rerated,4,2,1.5,0.8,1.0,0.8,0.8,0.6,"Useful AI exposure, but farther from the passive/power bottleneck stack.",0.4,C+,"bottleneck, AI-adjacent, underfollowed, central-node",219500.0,KRW,23.64,122.84,2026-06-09,https://finance.yahoo.com/quote/010120.KS/,32.6,3.2,29.4,5.3,"compute_factory,physical_ai,power_grid","AI 2027/current overlay: compute_factory,physical_ai,power_grid; bonus +5.3 after cap/YTD discipline."
31,30,-1,Secondary residual alpha,ROHM,6963,TSE: 6963,Japan,Non-US,Resistors / power semis,Current sense and resistor exposure,"Current sense and resistor exposure; tight-supply, AI-adjacent, central-node.",Tier B,31.1,2,partially rerated,4,4,3.5,0.8,0.8,0.8,0.6,0.6,"On a residual-alpha, crowding-sensitive list, a headline Goldman upgrade (PT to JPY 6,500) plus an 8.9% follow-through day on top of +130% YTD is a recognition event that consumes the remaining mispricing; no new passives/resistor-specific evidence arrived.",1.0,A,"tight-supply, AI-adjacent, central-node",5242.0,JPY,12.61,130.16,2026-06-09,https://finance.yahoo.com/quote/6963.T/,37.3,3.7,33.6,-2.5,power_grid,AI 2027/current overlay: power_grid; bonus -2.5 after cap/YTD discipline.
32,32,0,Monitor / benchmark,NKT,NKT,CPH: NKT,Denmark,Non-US,Cabling,Underfollowed high-voltage cable exposure,"Underfollowed high-voltage cable exposure; bottleneck, underfollowed, central-node.",Tier C,30.5,2,partially rerated,4,2,0.0,0.6,1.0,0.8,0.8,0.6,"Useful AI exposure, but farther from the passive/power bottleneck stack.",0.3,C,"bottleneck, underfollowed, central-node",995.0,DKK,8.42,20.75,2026-06-09,https://finance.yahoo.com/quote/NKT.CO/,24.5,0.0,24.5,6.0,power_grid,AI 2027/current overlay: power_grid; bonus +6.0 after cap/YTD discipline.
33,31,-2,Monitor / benchmark,ABB,ABBN,SWX: ABBN,Switzerland,Non-US,Electrification,Grid and electrification bottleneck exposure,"Grid and electrification bottleneck exposure; bottleneck, AI-adjacent, central-node.",Tier C,30.4,2,partially rerated,4,2,1.5,0.8,1.0,0.8,0.4,0.6,"Useful AI exposure, but farther from the passive/power bottleneck stack.",0.4,C+,"bottleneck, AI-adjacent, central-node",80.52,CHF,188.80,31.48,2026-06-09,https://finance.yahoo.com/quote/ABBN.SW/,27.4,0.0,27.4,3.0,power_grid,AI 2027/current overlay: power_grid; bonus +3.0 after cap/YTD discipline.
34,34,0,Monitor / benchmark,Nexans,NEX,EPA: NEX,France,Non-US,Cabling,Grid and data-center power cabling leverage,"Grid and data-center power cabling leverage; bottleneck, central-node.",Tier C,28.2,2,partially rerated,4,2,0.0,0.6,1.0,0.8,0.6,0.6,"Useful AI exposure, but farther from the passive/power bottleneck stack.",0.3,C,"bottleneck, central-node",148.8,EUR,7.81,15.98,2026-06-09,https://finance.yahoo.com/quote/NEX.PA/,22.2,0.0,22.2,6.0,power_grid,AI 2027/current overlay: power_grid; bonus +6.0 after cap/YTD discipline.
35,35,0,Monitor / benchmark,Fabrinet,FN,NYSE: FN,Cayman Islands / Thailand,Non-US,Optics manufacturing,Optics manufacturing leverage for AI networking,"Optics manufacturing leverage for AI networking; AI-adjacent, 2026-catalyst, central-node.",Tier D,27.8,2,partially rerated,4,2,0.0,0.8,0.6,0.8,0.6,0.8,"An -8.9% flow-driven flush with the 1.6T/Blackwell manufacturing thesis intact improves asymmetry on an alpha list that penalizes post-rerating chase; YTD is now a modest +18.6%, so the prior crowding discount is partly worked off. FN stays peripheral to the core passive/power bottleneck stack, so t",0.4,C+,"AI-adjacent, 2026-catalyst, central-node",586.0,USD,25.22,22.23,2026-06-09,https://finance.yahoo.com/quote/FN/,18.3,0.0,18.3,9.5,"compute_factory,power_grid","AI 2027/current overlay: compute_factory,power_grid; bonus +9.5 after cap/YTD discipline."
36,36,0,Monitor / benchmark,Prysmian,PRY,BIT: PRY,Italy,Non-US,Cabling,Grid and interconnect cabling for power bottlenecks,"Grid and interconnect cabling for power bottlenecks; bottleneck, central-node.",Tier D,26.1,2,partially rerated,4,2,0.0,0.6,1.0,0.8,0.4,0.6,"Useful AI exposure, but farther from the passive/power bottleneck stack.",0.3,C,"bottleneck, central-node",142.4,EUR,49.02,58.43,2026-06-09,https://finance.yahoo.com/quote/PRY.MI/,19.8,0.0,19.8,6.3,"compute_factory,power_grid","AI 2027/current overlay: compute_factory,power_grid; bonus +6.3 after cap/YTD discipline."
37,33,-4,Crowded / rerated benchmark,Delta Electronics,2308,TWSE: 2308,Taiwan,Non-US,Power delivery / racks,AI server power shelves and Rubin-era rack power,"AI server power shelves and Rubin-era rack power; bottleneck, direct-AI, underfollowed, near-term-catalyst, hard-to-substitute.",Tier C,25.6,1,already rerated,5,4,3.5,1.0,1.0,1.0,0.8,1.0,"On a crowding-sensitive alpha list, a +7.1% single-day pop on a widely watched monthly revenue print extends the rerating without revealing anything hidden; at +142.7% YTD and ~$199B cap, residual under-owned upside shrinks further even though the news is fundamentally good.",0.7,A-,"bottleneck, direct-AI, underfollowed, near-term-catalyst, hard-to-substitute",2415.0,TWD,198.85,142.71,2026-06-09,https://finance.yahoo.com/quote/2308.TW/,31.1,4.5,26.6,-1.0,"compute_factory,power_grid","AI 2027/current overlay: compute_factory,power_grid; bonus -1.0 after cap/YTD discipline."
