relationship_source_id,relationship_target_id,relationship_source_ticker,relationship_target_ticker,relationship_source_name,relationship_target_name,relationship_type,relationship_item,relationship_cash_flow,relationship_cash_flow_status,relationship_revenue_stream_direction,relationship_evidence,relationship_disclosure,relationship_disclosure_caveat,relationship_source_ref,relationship_source_ids,relationship_source_titles,relationship_source_urls,relationship_source_notes,relationship_strength,relationship_strength_label,relationship_reasoning,source_company_direct_connection_count,source_company_depth5_reachable_count_excluding_self,target_company_direct_connection_count,target_company_depth5_reachable_count_excluding_self,generated_from_report_date,method_note
TXN,ONTO,TXN,ONTO,Texas Instruments,Onto Innovation,uses / buys from / depends on,"fab equipment, process control, test or packaging tools","TXN -> ONTO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'fab equipment, process control, test or packaging tools', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Texas Instruments -> Onto Innovation: uses / buys from / depends on for fab equipment, process control, test or packaging tools. Cash-flow read: TXN -> ONTO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Metrology/inspection' has alpha 69/100 and CPO exposure 3/5. Source role 'Analog/power' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
TXN,NVMI,TXN,NVMI,Texas Instruments,Nova,uses / buys from / depends on,"fab equipment, process control, test or packaging tools","TXN -> NVMI: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'fab equipment, process control, test or packaging tools', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Texas Instruments -> Nova: uses / buys from / depends on for fab equipment, process control, test or packaging tools. Cash-flow read: TXN -> NVMI: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Metrology/inspection' has alpha 74/100 and CPO exposure 3/5. Source role 'Analog/power' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
TXN,TSEM,TXN,TSEM,Texas Instruments,Tower Semiconductor,uses / buys from / depends on,wafer fabrication / process platform,"TXN -> TSEM: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'wafer fabrication / process platform', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Texas Instruments -> Tower Semiconductor: uses / buys from / depends on for wafer fabrication / process platform. Cash-flow read: TXN -> TSEM: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Foundry' has alpha 60/100 and CPO exposure 3/5. Source role 'Analog/power' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
TXN,GFS,TXN,GFS,Texas Instruments,GlobalFoundries,uses / buys from / depends on,wafer fabrication / process platform,"TXN -> GFS: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'wafer fabrication / process platform', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Texas Instruments -> GlobalFoundries: uses / buys from / depends on for wafer fabrication / process platform. Cash-flow read: TXN -> GFS: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Foundry' has alpha 64/100 and CPO exposure 3/5. Source role 'Analog/power' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
TXN,6146_T,TXN,6146.T,Texas Instruments,Disco,uses / buys from / depends on,"fab equipment, process control, test or packaging tools","TXN -> 6146.T: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'fab equipment, process control, test or packaging tools', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Texas Instruments -> Disco: uses / buys from / depends on for fab equipment, process control, test or packaging tools. Cash-flow read: TXN -> 6146.T: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Equipment' has alpha 45/100 and CPO exposure 3/5. Source role 'Analog/power' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
TXN,INTC,TXN,INTC,Texas Instruments,Intel,uses / buys from / depends on,"custom silicon, ASIC or compute/networking silicon","TXN -> INTC: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'custom silicon, ASIC or compute/networking silicon', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Texas Instruments -> Intel: uses / buys from / depends on for custom silicon, ASIC or compute/networking silicon. Cash-flow read: TXN -> INTC: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Integrated device/foundry' has alpha 49/100 and CPO exposure 3/5. Source role 'Analog/power' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
TXN,AMD,TXN,AMD,Texas Instruments,Advanced Micro Devices,uses / buys from / depends on,"custom silicon, ASIC or compute/networking silicon","TXN -> AMD: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'custom silicon, ASIC or compute/networking silicon', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Texas Instruments -> Advanced Micro Devices: uses / buys from / depends on for custom silicon, ASIC or compute/networking silicon. Cash-flow read: TXN -> AMD: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'AI accelerator/platform' has alpha 50/100 and CPO exposure 3/5. Source role 'Analog/power' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
MU,CRDO,MU,CRDO,Micron Technology,Credo Technology,uses / buys from / depends on,"SerDes, retimers, AEC/AOC, switch or optical DSP connectivity","MU -> CRDO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'SerDes, retimers, AEC/AOC, switch or optical DSP connectivity', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Micron Technology -> Credo Technology: uses / buys from / depends on for SerDes, retimers, AEC/AOC, switch or optical DSP connectivity. Cash-flow read: MU -> CRDO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Connectivity/SerDes/AEC' has alpha 75/100 and CPO exposure 5/5. Source role 'Memory' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
MU,MRVL,MU,MRVL,Micron Technology,Marvell Technology,uses / buys from / depends on,"SerDes, retimers, AEC/AOC, switch or optical DSP connectivity","MU -> MRVL: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'SerDes, retimers, AEC/AOC, switch or optical DSP connectivity', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Micron Technology -> Marvell Technology: uses / buys from / depends on for SerDes, retimers, AEC/AOC, switch or optical DSP connectivity. Cash-flow read: MU -> MRVL: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Optical DSP/custom silicon' has alpha 63/100 and CPO exposure 5/5. Source role 'Memory' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
MU,AVGO,MU,AVGO,Micron Technology,Broadcom,uses / buys from / depends on,"SerDes, retimers, AEC/AOC, switch or optical DSP connectivity","MU -> AVGO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'SerDes, retimers, AEC/AOC, switch or optical DSP connectivity', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Micron Technology -> Broadcom: uses / buys from / depends on for SerDes, retimers, AEC/AOC, switch or optical DSP connectivity. Cash-flow read: MU -> AVGO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Switch ASIC/networking' has alpha 54/100 and CPO exposure 5/5. Source role 'Memory' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
MU,NVDA,MU,NVDA,Micron Technology,NVIDIA,uses / buys from / depends on,"custom silicon, ASIC or compute/networking silicon","MU -> NVDA: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'custom silicon, ASIC or compute/networking silicon', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Micron Technology -> NVIDIA: uses / buys from / depends on for custom silicon, ASIC or compute/networking silicon. Cash-flow read: MU -> NVDA: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'AI accelerator/platform' has alpha 53/100 and CPO exposure 5/5. Source role 'Memory' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
MU,MTSI,MU,MTSI,Micron Technology,MACOM Technology Solutions,uses / buys from / depends on,"lasers, optical engines, PICs, CPO/AOC/ELS components","MU -> MTSI: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'lasers, optical engines, PICs, CPO/AOC/ELS components', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Micron Technology -> MACOM Technology Solutions: uses / buys from / depends on for lasers, optical engines, PICs, CPO/AOC/ELS components. Cash-flow read: MU -> MTSI: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Photonics/RF/connectivity' has alpha 84/100 and CPO exposure 4/5. Source role 'Memory' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
MU,BESI_AS,MU,BESI.AS,Micron Technology,BE Semiconductor Industries,uses / buys from / depends on,"assembly, advanced packaging and final test","MU -> BESI.AS: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'assembly, advanced packaging and final test', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Micron Technology -> BE Semiconductor Industries: uses / buys from / depends on for assembly, advanced packaging and final test. Cash-flow read: MU -> BESI.AS: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'OSAT/Packaging equipment' has alpha 72/100 and CPO exposure 4/5. Source role 'Memory' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
MU,ALAB,MU,ALAB,Micron Technology,Astera Labs,uses / buys from / depends on,"SerDes, retimers, AEC/AOC, switch or optical DSP connectivity","MU -> ALAB: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'SerDes, retimers, AEC/AOC, switch or optical DSP connectivity', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Micron Technology -> Astera Labs: uses / buys from / depends on for SerDes, retimers, AEC/AOC, switch or optical DSP connectivity. Cash-flow read: MU -> ALAB: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Connectivity/retimers/AEC' has alpha 73/100 and CPO exposure 4/5. Source role 'Memory' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
MU,TSM,MU,TSM / 2330.TW,Micron Technology,TSMC,uses / buys from / depends on,wafer fabrication / process platform,"MU -> TSM / 2330.TW: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'wafer fabrication / process platform', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Micron Technology -> TSMC: uses / buys from / depends on for wafer fabrication / process platform. Cash-flow read: MU -> TSM / 2330.TW: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Foundry' has alpha 61/100 and CPO exposure 4/5. Source role 'Memory' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
MU,VECO,MU,VECO,Micron Technology,Veeco Instruments,uses / buys from / depends on,"fab equipment, process control, test or packaging tools","MU -> VECO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'fab equipment, process control, test or packaging tools', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Micron Technology -> Veeco Instruments: uses / buys from / depends on for fab equipment, process control, test or packaging tools. Cash-flow read: MU -> VECO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Equipment' has alpha 71/100 and CPO exposure 3/5. Source role 'Memory' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
MU,KLIC,MU,KLIC,Micron Technology,Kulicke and Soffa,uses / buys from / depends on,"assembly, advanced packaging and final test","MU -> KLIC: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'assembly, advanced packaging and final test', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Micron Technology -> Kulicke and Soffa: uses / buys from / depends on for assembly, advanced packaging and final test. Cash-flow read: MU -> KLIC: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Packaging equipment' has alpha 46/100 and CPO exposure 3/5. Source role 'Memory' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
