company_id,ticker,name,region,country,role,segment,market_cap_b_usd,cpo_exposure_1_to_5,alpha_score,alpha_rank,valuation_tag,alpha_optionality_b_usd,alpha_optional_pct_of_market_cap,alpha_rank_key_json,role_color,alpha_reasoning,company_thesis,company_risk,direct_connection_count,specific_public_count,public_ecosystem_count,public_value_chain_count,inferred_adjacency_count,depth5_reachable_company_count_excluding_self,depth5_top_reachable_alpha_tickers,top_5_direct_relationships,direct_source_refs,direct_source_ids,direct_source_urls,generated_from_report_date,method_note
MXL,MXL,MaxLinear,US,United States,Connectivity/analog,"Broadband, high-speed interconnect, mixed-signal",6.9,3,72,11,mid,1.82,26.38,"[-72,6.9]",#0e7490,"Alpha 72/100, rank #11: indirect CPO exposure (3/5) in role 'Connectivity/analog', smaller-cap/less crowded candidate, valuation tag 'mid', heuristic optionality $1.82B; optionality equals about 26.38% of market cap. Thesis: Small-cap signal-chain optionality; could benefit if AI networking pulls adjacent high-speed analog content. Risk: Turnaround and customer concentration",Small-cap signal-chain optionality; could benefit if AI networking pulls adjacent high-speed analog content.,Turnaround and customer concentration,20,0,0,14,6,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70; 6488.TW:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; NVMI for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
BESI_AS,BESI.AS,BE Semiconductor Industries,Non-US,Netherlands,OSAT/Packaging equipment,Hybrid bonding and assembly equipment,23,4,72,12,mid,5.19,22.57,"[-72,23]",#b45309,"Alpha 72/100, rank #12: direct CPO exposure (4/5) in role 'OSAT/Packaging equipment', large/mega-cap where discovery is likely higher, valuation tag 'mid', heuristic optionality $5.19B; optionality equals about 22.57% of market cap. Thesis: Hybrid bonding/advanced packaging is a direct enabler for chiplets and photonic integration. Risk: Advanced packaging cycle",Hybrid bonding/advanced packaging is a direct enabler for chiplets and photonic integration.,Advanced packaging cycle,20,0,0,7,13,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; VECO:71; TPRO.MI:71; PLAB:70; 6488.TW:70,"TSM / 2330.TW for hybrid bonding / advanced packaging equipment [Public value-chain, strength 0.65]; SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map; advanced packaging stack,S11; S12; S13; S01,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/; https://nvidianews.nvidia.com/news/nvidia-spectrum-x-co-packaged-optics-networking-switches-ai-factories/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
VECO,VECO,Veeco Instruments,US,United States,Equipment,"MOCVD, ion beam, laser anneal, advanced packaging tools",3.0,3,71,13,micro/small,0.76,25.33,"[-71,3.0]",#64748b,"Alpha 71/100, rank #13: indirect CPO exposure (3/5) in role 'Equipment', smaller-cap/less crowded candidate, valuation tag 'micro/small', heuristic optionality $0.76B; optionality equals about 25.33% of market cap. Thesis: Small-cap picks-and-shovels exposure to compound semis, photonics and advanced packaging. Risk: Tool cycle and concentration","Small-cap picks-and-shovels exposure to compound semis, photonics and advanced packaging.",Tool cycle and concentration,20,0,0,8,12,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; TPRO.MI:71; PLAB:70; 6488.TW:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; AMKR for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
TPRO_MI,TPRO.MI,Technoprobe,Non-US,Italy,Test/probe,Probe cards and wafer test interfaces,13.8,3,71,14,mid,3.39,24.57,"[-71,13.8]",#475569,"Alpha 71/100, rank #14: indirect CPO exposure (3/5) in role 'Test/probe', smaller-cap/less crowded candidate, valuation tag 'mid', heuristic optionality $3.39B; optionality equals about 24.57% of market cap. Thesis: Probe-card scarcity for complex AI/photonic devices; underfollowed outside Europe. Risk: Customer concentration and cyclicality",Probe-card scarcity for complex AI/photonic devices; underfollowed outside Europe.,Customer concentration and cyclicality,20,0,0,7,13,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; PLAB:70; 6488.TW:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; ONTO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
PLAB,PLAB,Photronics,US,United States,Materials/photomasks,Photomasks for semiconductors and displays,3.0,2,70,15,micro/small,0.63,21.0,"[-70,3.0]",#047857,"Alpha 70/100, rank #15: indirect CPO exposure (2/5) in role 'Materials/photomasks', smaller-cap/less crowded candidate, valuation tag 'micro/small', heuristic optionality $0.63B; optionality equals about 21.0% of market cap. Thesis: Low-profile cash-generative photomask supplier; levered to design complexity more than headlines. Risk: Mask pricing/cycle",Low-profile cash-generative photomask supplier; levered to design complexity more than headlines.,Mask pricing/cycle,20,0,0,14,6,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; 6488.TW:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; NVMI for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
6488_TW,6488.TW,GlobalWafers,Non-US,Taiwan,Materials,Silicon wafers,8.8,2,70,16,mid,1.84,20.91,"[-70,8.8]",#059669,"Alpha 70/100, rank #16: indirect CPO exposure (2/5) in role 'Materials', smaller-cap/less crowded candidate, valuation tag 'mid', heuristic optionality $1.84B; optionality equals about 20.91% of market cap. Thesis: Less glamorous materials lever to semiconductor build-out; CPO indirect. Risk: Wafer cycle and capex",Less glamorous materials lever to semiconductor build-out; CPO indirect.,Wafer cycle and capex,20,0,0,14,6,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; NVMI for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
3661_TW,3661.TW,Alchip Technologies,Non-US,Taiwan,Design services/ASIC,AI/HPC ASIC design services,10.6,3,69,17,mid,2.48,23.4,"[-69,10.6]",#2563eb,"Alpha 69/100, rank #17: indirect CPO exposure (3/5) in role 'Design services/ASIC', smaller-cap/less crowded candidate, valuation tag 'mid', heuristic optionality $2.48B; optionality equals about 23.4% of market cap. Thesis: Custom ASIC services are leveraged to hyperscaler AI silicon; optical attach is indirect. Risk: Customer concentration and AI project timing",Custom ASIC services are leveraged to hyperscaler AI silicon; optical attach is indirect.,Customer concentration and AI project timing,20,0,0,9,11,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
ONTO,ONTO,Onto Innovation,US,United States,Metrology/inspection,"Metrology, inspection, lithography for advanced packaging",14.6,3,69,18,mid,3.22,22.05,"[-69,14.6]",#475569,"Alpha 69/100, rank #18: indirect CPO exposure (3/5) in role 'Metrology/inspection', smaller-cap/less crowded candidate, valuation tag 'mid', heuristic optionality $3.22B; optionality equals about 22.05% of market cap. Thesis: Advanced packaging process control is a CPO/AI interconnect choke point. Risk: Capex cycle and high expectations",Advanced packaging process control is a CPO/AI interconnect choke point.,Capex cycle and high expectations,20,0,0,8,12,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; AMKR for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
FORM,FORM,FormFactor,US,United States,Test/probe,Probe cards and wafer test,10.7,3,68,19,mid,2.4,22.43,"[-68,10.7]",#475569,"Alpha 68/100, rank #19: indirect CPO exposure (3/5) in role 'Test/probe', smaller-cap/less crowded candidate, valuation tag 'mid', heuristic optionality $2.40B; optionality equals about 22.43% of market cap. Thesis: Wafer-level test and known-good-die leverage into HBM, chiplets and photonics. Risk: Memory/logic probe-card cycle","Wafer-level test and known-good-die leverage into HBM, chiplets and photonics.",Memory/logic probe-card cycle,20,0,0,8,12,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; AMKR for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
3443_TW,3443.TW,Global Unichip,Non-US,Taiwan,Design services/ASIC,"ASIC design services, TSMC ecosystem",18,3,68,20,mid,3.43,19.06,"[-68,18]",#2563eb,"Alpha 68/100, rank #20: indirect CPO exposure (3/5) in role 'Design services/ASIC', smaller-cap/less crowded candidate, valuation tag 'mid', heuristic optionality $3.43B; optionality equals about 19.06% of market cap. Thesis: Custom silicon design-services leverage as hyperscalers architect custom AI systems. Risk: Customer/project concentration",Custom silicon design-services leverage as hyperscalers architect custom AI systems.,Customer/project concentration,20,0,0,9,11,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
ENTG,ENTG,Entegris,US,United States,Materials,"Specialty chemicals, materials, contamination control",22,2,67,21,mid,3.11,14.14,"[-67,22]",#059669,"Alpha 67/100, rank #21: indirect CPO exposure (2/5) in role 'Materials', large/mega-cap where discovery is likely higher, valuation tag 'mid', heuristic optionality $3.11B; optionality equals about 14.14% of market cap. Thesis: Materials purity and advanced packaging/foundry spend provide underappreciated picks-and-shovels exposure. Risk: Leverage, capex cycle",Materials purity and advanced packaging/foundry spend provide underappreciated picks-and-shovels exposure.,"Leverage, capex cycle",20,0,0,14,6,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; NVMI for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
ASM_AS,ASM.AS,ASM International,Non-US,Netherlands,Equipment,ALD/epitaxy deposition,48,2,67,22,mid,4.6,9.58,"[-67,48]",#64748b,"Alpha 67/100, rank #22: indirect CPO exposure (2/5) in role 'Equipment', large/mega-cap where discovery is likely higher, valuation tag 'mid', heuristic optionality $4.60B; optionality equals about 9.58% of market cap. Thesis: ALD/epi complexity benefits from advanced nodes and photonics manufacturing. Risk: Front-end capex cycle",ALD/epi complexity benefits from advanced nodes and photonics manufacturing.,Front-end capex cycle,20,0,0,8,12,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; AMKR for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
POET,POET,POET Technologies,Non-US,Canada,Photonics/optical engines,"Optical interposer, PICs, light sources, optical engines/modules",1.12,5,66,23,micro/small,0.29,25.89,"[-66,1.12]",#64748b,"Alpha 66/100, rank #23: direct CPO exposure (5/5) in role 'Photonics/optical engines', smaller-cap/less crowded candidate, valuation tag 'micro/small', heuristic optionality $0.29B; optionality equals about 25.89% of market cap. Thesis: Pure-play optical interposer/CPO optionality with very high upside and very high execution/disclosure risk. Risk: Pre-scale revenue, volatility, customer/order uncertainty",Pure-play optical interposer/CPO optionality with very high upside and very high execution/disclosure risk.,"Pre-scale revenue, volatility, customer/order uncertainty",20,1,0,9,10,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"2301.TW for joint development of optical modules for AI/CPO applications [Specific public, strength 0.85]; SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",POET-LITEON 2026; Role-based semiconductor value-chain map; silicon photonics substrate stack,S10; S11; S12; S13; S01,https://www.poet-technologies.com/news/poet-technologies-and-liteon-announce-joint-development-of-optical-modules-for-ai-applications; https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/; https://nvidianews.nvidia.com/news/nvidia-spectrum-x-co-packaged-optics-networking-switches-ai-factories/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
AEHR,AEHR,Aehr Test Systems,US,United States,Test equipment,Wafer-level burn-in and test,2.9,2,66,24,micro/small,0.51,17.59,"[-66,2.9]",#475569,"Alpha 66/100, rank #24: indirect CPO exposure (2/5) in role 'Test equipment', smaller-cap/less crowded candidate, valuation tag 'micro/small', heuristic optionality $0.51B; optionality equals about 17.59% of market cap. Thesis: Small-cap test optionality if photonics/power devices require more wafer-level reliability screening. Risk: Very high volatility and customer concentration",Small-cap test optionality if photonics/power devices require more wafer-level reliability screening.,Very high volatility and customer concentration,20,0,0,8,12,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; AMKR for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
688012_SS,688012.SS,AMEC,Non-US,China,Equipment,Etch/MOCVD equipment,35,2,66,25,mid,3.75,10.71,"[-66,35]",#64748b,"Alpha 66/100, rank #25: indirect CPO exposure (2/5) in role 'Equipment', large/mega-cap where discovery is likely higher, valuation tag 'mid', heuristic optionality $3.75B; optionality equals about 10.71% of market cap. Thesis: Domestic tools and compound semiconductor/photonic processing optionality. Risk: China policy and competition",Domestic tools and compound semiconductor/photonic processing optionality.,China policy and competition,20,0,0,8,12,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; AMKR for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
AMKR,AMKR,Amkor Technology,US,United States,OSAT/Packaging,Advanced packaging and test services,18,3,65,26,mid,2.98,16.56,"[-65,18]",#ca8a04,"Alpha 65/100, rank #26: indirect CPO exposure (3/5) in role 'OSAT/Packaging', smaller-cap/less crowded candidate, valuation tag 'mid', heuristic optionality $2.98B; optionality equals about 16.56% of market cap. Thesis: Packaging/test leverage to AI chiplets and optical modules, less crowded than front-end equipment. Risk: OSAT cyclicality and pricing","Packaging/test leverage to AI chiplets and optical modules, less crowded than front-end equipment.",OSAT cyclicality and pricing,20,0,0,7,13,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; ONTO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
002371_SZ,002371.SZ,NAURA Technology,Non-US,China,Equipment,Domestic etch/deposition/thermal equipment,57,2,65,27,large,4.55,7.98,"[-65,57]",#64748b,"Alpha 65/100, rank #27: indirect CPO exposure (2/5) in role 'Equipment', large/mega-cap where discovery is likely higher, valuation tag 'large', heuristic optionality $4.55B; optionality equals about 7.98% of market cap. Thesis: China equipment localization scarcity; indirect CPO/foundry capex exposure. Risk: Policy, valuation, export controls",China equipment localization scarcity; indirect CPO/foundry capex exposure.,"Policy, valuation, export controls",20,0,0,8,12,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; AMKR for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
