symbol,display,company,pages,ok,listing_status,currency,price,previous_close,ytd_return_pct,market_cap_local,market_cap_usd,market_time,as_of,quote_url,chart_url,error
300308.SZ,300308.SZ,Zhongji Innolight,semiconductor-alpha-cpo,True,,CNY,854.54,610.0,37.05,954679000000.0,140051409300.0,2026-05-06T06:10:16+00:00,2026-05-05,https://finance.yahoo.com/quote/300308.SZ/,https://query1.finance.yahoo.com/v8/finance/chart/300308.SZ?range=ytd&interval=1d,
3034.TW,3034.TW,Novatek Microelectronics,semiconductor-alpha-cpo,True,,TWD,441.5,374.0,20.3,,,2026-05-06T05:30:32+00:00,2026-05-05,https://finance.yahoo.com/quote/3034.TW/,https://query1.finance.yahoo.com/v8/finance/chart/3034.TW?range=ytd&interval=1d,
3037.TW,3037,Unimicron,ai-passives;beneficiaries;bottleneck-sectors;companies;market-snapshot;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,TWD,858.0,220.0,291.78,,,2026-05-06T05:30:02+00:00,2026-05-05,https://finance.yahoo.com/quote/3037.TW/,https://query1.finance.yahoo.com/v8/finance/chart/3037.TW?range=ytd&interval=1d,
3044.TW,3044,Tripod Technology,ai-passives;companies,True,,TWD,488.0,317.5,56.16,,,2026-05-06T05:30:18+00:00,2026-05-05,https://finance.yahoo.com/quote/3044.TW/,https://query1.finance.yahoo.com/v8/finance/chart/3044.TW?range=ytd&interval=1d,
3105.TWO,3105.TWO,Win Semi,semiconductor-alpha-cpo;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,TWD,500.0,183.0,179.33,,,2026-05-06T05:30:18+00:00,2026-05-05,https://finance.yahoo.com/quote/3105.TWO/,https://query1.finance.yahoo.com/v8/finance/chart/3105.TWO?range=ytd&interval=1d,
3189.TW,3189,Kinsus Interconnect,companies,True,,TWD,482.5,159.0,209.29,,,2026-05-06T05:30:05+00:00,2026-05-05,https://finance.yahoo.com/quote/3189.TW/,https://query1.finance.yahoo.com/v8/finance/chart/3189.TW?range=ytd&interval=1d,
3231.TW,3231,Wistron,ai-passives;companies,True,,TWD,146.5,150.5,-5.48,,,2026-05-06T05:30:10+00:00,2026-05-05,https://finance.yahoo.com/quote/3231.TW/,https://query1.finance.yahoo.com/v8/finance/chart/3231.TW?range=ytd&interval=1d,
3436.T,3436.T,3436.T,beneficiaries;market-snapshot;semiconductor-alpha-cpo,True,,JPY,2533.0,1435.0,74.81,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/3436.T/,https://query1.finance.yahoo.com/v8/finance/chart/3436.T?range=ytd&interval=1d,
3443.TW,3443.TW,Global Unichip,semiconductor-alpha-cpo;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,TWD,4955.0,2125.0,126.77,,,2026-05-06T05:30:13+00:00,2026-05-05,https://finance.yahoo.com/quote/3443.TW/,https://query1.finance.yahoo.com/v8/finance/chart/3443.TW?range=ytd&interval=1d,
3529.TWO,3529.TWO,eMemory Technology,semiconductor-alpha-cpo,True,,TWD,4400.0,1730.0,155.81,,,2026-05-06T05:30:29+00:00,2026-05-05,https://finance.yahoo.com/quote/3529.TWO/,https://query1.finance.yahoo.com/v8/finance/chart/3529.TWO?range=ytd&interval=1d,
3532.TW,3532.TW,Formosa Sumco Technology,scaling,True,,TWD,250.5,95.1,158.78,,,2026-05-06T05:30:29+00:00,2026-05-05,https://finance.yahoo.com/quote/3532.TW/,https://query1.finance.yahoo.com/v8/finance/chart/3532.TW?range=ytd&interval=1d,
3661.TW,3661.TW,Alchip Technologies,semiconductor-alpha-cpo,True,,TWD,4565.0,3510.0,25.58,336109000000.0,10688266200.0,2026-05-06T05:30:31+00:00,2026-05-05,https://finance.yahoo.com/quote/3661.TW/,https://query1.finance.yahoo.com/v8/finance/chart/3661.TW?range=ytd&interval=1d,
3711.TW,3711.TW,3711.TW,ai-passives;beneficiaries;bottleneck-sectors;market-snapshot;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,TWD,524.0,250.5,103.1,,,2026-05-06T05:30:05+00:00,2026-05-05,https://finance.yahoo.com/quote/3711.TW/,https://query1.finance.yahoo.com/v8/finance/chart/3711.TW?range=ytd&interval=1d,
4004.T,4004,Resonac Holdings,beneficiaries;companies;market-snapshot,True,,JPY,14045.0,6526.0,108.04,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/4004.T/,https://query1.finance.yahoo.com/v8/finance/chart/4004.T?range=ytd&interval=1d,
4062.T,4062,Ibiden,ai-passives;beneficiaries;bottleneck-sectors;companies;market-snapshot;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,JPY,13375.0,6731.0,86.85,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/4062.T/,https://query1.finance.yahoo.com/v8/finance/chart/4062.T?range=ytd&interval=1d,
4063.T,4063.T,4063.T,beneficiaries;market-snapshot,True,,JPY,7104.0,4873.0,43.69,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/4063.T/,https://query1.finance.yahoo.com/v8/finance/chart/4063.T?range=ytd&interval=1d,
429A.T,429A.T,Tekscend Photomask,scaling,True,,JPY,4100.0,3030.0,33.12,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/429A.T/,https://query1.finance.yahoo.com/v8/finance/chart/429A.T?range=ytd&interval=1d,
4958.TW,4958.TW,4958.TW,ai-passives;bottleneck-sectors;market-snapshot,True,,TWD,412.0,142.0,193.24,,,2026-05-06T05:30:02+00:00,2026-05-05,https://finance.yahoo.com/quote/4958.TW/,https://query1.finance.yahoo.com/v8/finance/chart/4958.TW?range=ytd&interval=1d,
5201.T,5201.T,5201.T,bottleneck-sectors;market-snapshot,True,,JPY,5574.0,5193.0,6.68,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/5201.T/,https://query1.finance.yahoo.com/v8/finance/chart/5201.T?range=ytd&interval=1d,
5347.TWO,5347.TWO,Vanguard International Semiconductor,semiconductor-alpha-cpo,True,,TWD,169.0,92.1,83.1,,,2026-05-06T05:30:09+00:00,2026-05-05,https://finance.yahoo.com/quote/5347.TWO/,https://query1.finance.yahoo.com/v8/finance/chart/5347.TWO?range=ytd&interval=1d,
5801.T,5801,Furukawa Electric,companies,True,,JPY,41190.0,10010.0,290.8,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/5801.T/,https://query1.finance.yahoo.com/v8/finance/chart/5801.T?range=ytd&interval=1d,
5802.T,5802,Sumitomo Electric,ai-passives;companies,True,,JPY,9900.0,6325.0,47.54,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/5802.T/,https://query1.finance.yahoo.com/v8/finance/chart/5802.T?range=ytd&interval=1d,
600487.SS,600487,Hengtong Optic-Electric,companies,True,,CNY,71.71,24.73,189.15,,,2026-05-06T06:08:31+00:00,2026-05-05,https://finance.yahoo.com/quote/600487.SS/,https://query1.finance.yahoo.com/v8/finance/chart/600487.SS?range=ytd&interval=1d,
600584.SS,600584.SS,600584.SS,beneficiaries;bottleneck-sectors;market-snapshot,True,,CNY,48.06,36.78,25.29,80703000000.0,11839130100.0,2026-05-06T06:08:32+00:00,2026-05-05,https://finance.yahoo.com/quote/600584.SS/,https://query1.finance.yahoo.com/v8/finance/chart/600584.SS?range=ytd&interval=1d,
600703.SS,600703.SS,Sanan Optoelectronics,semiconductor-alpha-cpo,True,,CNY,14.85,14.13,3.27,,,2026-05-06T06:10:15+00:00,2026-05-05,https://finance.yahoo.com/quote/600703.SS/,https://query1.finance.yahoo.com/v8/finance/chart/600703.SS?range=ytd&interval=1d,
603986.SS,603986.SS,GigaDevice,semiconductor-alpha-cpo,True,,CNY,344.01,214.25,45.96,,,2026-05-06T06:10:16+00:00,2026-05-05,https://finance.yahoo.com/quote/603986.SS/,https://query1.finance.yahoo.com/v8/finance/chart/603986.SS?range=ytd&interval=1d,
6146.T,6146.T,Disco,semiconductor-alpha-cpo;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,JPY,72250.0,48170.0,41.39,7926000000000.0,50726400000.0,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6146.T/,https://query1.finance.yahoo.com/v8/finance/chart/6146.T?range=ytd&interval=1d,
6268.T,6268.T,Nabtesco,robotics,True,,JPY,5041.0,3748.0,31.62,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6268.T/,https://query1.finance.yahoo.com/v8/finance/chart/6268.T?range=ytd&interval=1d,
6282.TW,6282,AcBel Polytech,ai-passives,True,,TWD,50.1,42.3,14.38,,,2026-05-06T05:30:11+00:00,2026-05-05,https://finance.yahoo.com/quote/6282.TW/,https://query1.finance.yahoo.com/v8/finance/chart/6282.TW?range=ytd&interval=1d,
6315.T,6315.T,TOWA Corporation,scaling,True,,JPY,3050.0,2150.0,33.42,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6315.T/,https://query1.finance.yahoo.com/v8/finance/chart/6315.T?range=ytd&interval=1d,
6324.T,6324.T,Harmonic Drive,robotics,True,,JPY,5150.0,3780.0,34.11,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6324.T/,https://query1.finance.yahoo.com/v8/finance/chart/6324.T?range=ytd&interval=1d,
6367.T,6367,Daikin Industries,bottleneck-sectors;companies;market-snapshot,True,,JPY,22855.0,20080.0,12.86,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6367.T/,https://query1.finance.yahoo.com/v8/finance/chart/6367.T?range=ytd&interval=1d,
6415.TW,6415.TW,Silergy,semiconductor-alpha-cpo,True,,TWD,424.0,191.5,128.57,,,2026-05-06T05:30:06+00:00,2026-05-05,https://finance.yahoo.com/quote/6415.TW/,https://query1.finance.yahoo.com/v8/finance/chart/6415.TW?range=ytd&interval=1d,
6474.T,6474.T,Nachi-Fujikoshi,scaling,True,,JPY,5050.0,4350.0,12.22,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6474.T/,https://query1.finance.yahoo.com/v8/finance/chart/6474.T?range=ytd&interval=1d,
6488.TWO,6488.TW,6488.TW,beneficiaries;market-snapshot;semiconductor-alpha-cpo,True,,TWD,721.0,406.0,78.91,,,2026-05-06T05:30:40+00:00,2026-05-05,https://finance.yahoo.com/quote/6488.TWO/,https://query1.finance.yahoo.com/v8/finance/chart/6488.TWO?range=ytd&interval=1d,
6501.T,6501.T,6501.T,bottleneck-sectors;market-snapshot,True,,JPY,4795.0,4902.0,-5.39,24101000000000.0,154246400000.0,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6501.T/,https://query1.finance.yahoo.com/v8/finance/chart/6501.T?range=ytd&interval=1d,
6503.T,6503,Mitsubishi Electric,ai-passives,True,,JPY,6071.0,4585.0,26.74,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6503.T/,https://query1.finance.yahoo.com/v8/finance/chart/6503.T?range=ytd&interval=1d,
6504.T,6504,Fuji Electric,ai-passives,True,,JPY,13180.0,11850.0,9.02,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6504.T/,https://query1.finance.yahoo.com/v8/finance/chart/6504.T?range=ytd&interval=1d,
6506.T,6506.T,Yaskawa,robotics,True,,JPY,5521.0,4756.0,11.22,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6506.T/,https://query1.finance.yahoo.com/v8/finance/chart/6506.T?range=ytd&interval=1d,
6525.T,6525.T,Kokusai Electric,semiconductor-alpha-cpo,True,,JPY,6500.0,5495.0,9.26,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6525.T/,https://query1.finance.yahoo.com/v8/finance/chart/6525.T?range=ytd&interval=1d,
6594.T,6594.T,Nidec,robotics,True,,JPY,2398.0,2132.0,14.63,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6594.T/,https://query1.finance.yahoo.com/v8/finance/chart/6594.T?range=ytd&interval=1d,
6669.TW,6669,Wiwynn,ai-passives;companies;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,TWD,4970.0,4485.0,10.94,,,2026-05-06T05:30:25+00:00,2026-05-05,https://finance.yahoo.com/quote/6669.TW/,https://query1.finance.yahoo.com/v8/finance/chart/6669.TW?range=ytd&interval=1d,
6723.T,6723,Renesas Electronics,ai-passives;semiconductor-alpha-cpo,True,,JPY,3205.0,2140.0,44.04,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6723.T/,https://query1.finance.yahoo.com/v8/finance/chart/6723.T?range=ytd&interval=1d,
6752.T,6752,Panasonic Holdings,ai-passives,True,,JPY,3324.0,2023.5,59.92,7245000000000.0,46368000000.0,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6752.T/,https://query1.finance.yahoo.com/v8/finance/chart/6752.T?range=ytd&interval=1d,
6754.T,6754,Anritsu,companies,True,,JPY,3858.0,2244.5,68.62,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6754.T/,https://query1.finance.yahoo.com/v8/finance/chart/6754.T?range=ytd&interval=1d,
6758.T,6758.T,Sony,robotics,True,,JPY,3127.0,4024.0,-23.34,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6758.T/,https://query1.finance.yahoo.com/v8/finance/chart/6758.T?range=ytd&interval=1d,
6762.T,6762,TDK,ai-passives;bottleneck-sectors;companies;market-snapshot,True,,JPY,2775.5,2211.0,23.36,5268000000000.0,33715200000.0,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6762.T/,https://query1.finance.yahoo.com/v8/finance/chart/6762.T?range=ytd&interval=1d,
6770.TW,6770.TW,Powerchip Semiconductor,semiconductor-alpha-cpo,True,,TWD,58.1,39.55,38.0,243870000000.0,7755066000.0,2026-05-06T05:30:02+00:00,2026-05-05,https://finance.yahoo.com/quote/6770.TW/,https://query1.finance.yahoo.com/v8/finance/chart/6770.TW?range=ytd&interval=1d,
6777.T,6777.T,6777.T,bottleneck-sectors;market-snapshot,True,,JPY,27830.0,9130.0,204.15,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6777.T/,https://query1.finance.yahoo.com/v8/finance/chart/6777.T?range=ytd&interval=1d,
6817.T,6817,Sumida,ai-passives,True,,JPY,1238.0,1144.0,7.09,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6817.T/,https://query1.finance.yahoo.com/v8/finance/chart/6817.T?range=ytd&interval=1d,
6857.T,6857,Advantest,beneficiaries;companies;market-snapshot;semiconductor-alpha-cpo;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,JPY,27815.0,19635.0,31.36,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6857.T/,https://query1.finance.yahoo.com/v8/finance/chart/6857.T?range=ytd&interval=1d,
6861.T,6861.T,Keyence,robotics,True,,JPY,76460.0,56680.0,33.72,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6861.T/,https://query1.finance.yahoo.com/v8/finance/chart/6861.T?range=ytd&interval=1d,
6869.HK,6869,YOFC,companies,True,,HKD,216.0,51.7,312.21,,,2026-05-06T06:08:35+00:00,2026-05-05,https://finance.yahoo.com/quote/6869.HK/,https://query1.finance.yahoo.com/v8/finance/chart/6869.HK?range=ytd&interval=1d,
688012.SS,688012.SS,688012.SS,beneficiaries;market-snapshot;semiconductor-alpha-cpo,True,,CNY,386.09,272.72,24.01,,,2026-05-06T06:08:36+00:00,2026-05-05,https://finance.yahoo.com/quote/688012.SS/,https://query1.finance.yahoo.com/v8/finance/chart/688012.SS?range=ytd&interval=1d,
688126.SS,688126.SS,National Silicon Industry Group,semiconductor-alpha-cpo,True,,CNY,22.35,21.64,-0.0,,,2026-05-06T06:10:16+00:00,2026-05-05,https://finance.yahoo.com/quote/688126.SS/,https://query1.finance.yahoo.com/v8/finance/chart/688126.SS?range=ytd&interval=1d,
688256.SS,688256.SS,688256.SS,beneficiaries;market-snapshot;semiconductor-alpha-cpo,True,,CNY,1805.0,1355.55,29.86,,,2026-05-06T06:08:35+00:00,2026-05-05,https://finance.yahoo.com/quote/688256.SS/,https://query1.finance.yahoo.com/v8/finance/chart/688256.SS?range=ytd&interval=1d,
6920.T,6920.T,6920.T,beneficiaries;market-snapshot;semiconductor-alpha-cpo;signals:twitter_ai_stock_report_2026_04_09;signals:twitter_ai_stock_report_2026_04_14,True,,JPY,42930.0,29645.0,35.38,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6920.T/,https://query1.finance.yahoo.com/v8/finance/chart/6920.T?range=ytd&interval=1d,
6925.T,6925.T,6925.T,beneficiaries;market-snapshot,True,,JPY,3175.0,2505.0,22.85,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6925.T/,https://query1.finance.yahoo.com/v8/finance/chart/6925.T?range=ytd&interval=1d,
6951.T,6951.T,JEOL Ltd.,scaling,True,,JPY,6211.0,5031.0,23.36,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6951.T/,https://query1.finance.yahoo.com/v8/finance/chart/6951.T?range=ytd&interval=1d,
6954.T,6954.T,Fanuc,robotics,True,,JPY,6820.0,6084.0,8.19,,,2026-05-01T06:30:00+00:00,2026-05-05,https://finance.yahoo.com/quote/6954.T/,https://query1.finance.yahoo.com/v8/finance/chart/6954.T?range=ytd&interval=1d,
