company,company_name,connection,connection_name,type,layer,depth,use_for,cash_flow,confidence,source_note
2408.TW,Nanya Technology,TSM,Taiwan Semiconductor Manufacturing,customer/supplier ecosystem,HBM / DRAM / AI servers,3,"HBM/DRAM/NAND content for AI accelerators, CPUs, servers or fabrication of memory devices","Memory ASPs, bit shipments, HBM premium mix, packaging/test capex and inventory-cycle cash flow",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2408.TW,Nanya Technology,Amazon AWS,Amazon AWS,customer/supplier ecosystem,HBM / DRAM / AI servers,4,"HBM/DRAM/NAND content for AI accelerators, CPUs, servers or fabrication of memory devices","Memory ASPs, bit shipments, HBM premium mix, packaging/test capex and inventory-cycle cash flow",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2408.TW,Nanya Technology,Google Cloud,Google Cloud,customer/supplier ecosystem,HBM / DRAM / AI servers,4,"HBM/DRAM/NAND content for AI accelerators, CPUs, servers or fabrication of memory devices","Memory ASPs, bit shipments, HBM premium mix, packaging/test capex and inventory-cycle cash flow",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2408.TW,Nanya Technology,Meta AI,Meta AI,customer/supplier ecosystem,HBM / DRAM / AI servers,4,"HBM/DRAM/NAND content for AI accelerators, CPUs, servers or fabrication of memory devices","Memory ASPs, bit shipments, HBM premium mix, packaging/test capex and inventory-cycle cash flow",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2408.TW,Nanya Technology,Microsoft Azure,Microsoft Azure,customer/supplier ecosystem,HBM / DRAM / AI servers,4,"HBM/DRAM/NAND content for AI accelerators, CPUs, servers or fabrication of memory devices","Memory ASPs, bit shipments, HBM premium mix, packaging/test capex and inventory-cycle cash flow",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,ASX,ASE Technology,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,AMKR,Amkor Technology,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,ARM,Arm Holdings,IP ecosystem,IP,1,CPU subsystem/IP in SoCs and custom silicon,Royalty/license economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,ARM,Arm Holdings,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,ALAB,Astera Labs,retimer/connectivity adjacency,AI interconnect,1,connectivity inside AI servers and racks,Component attach revenue,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,CRDO,Credo Technology,SerDes/DSP/AEC adjacency,AI interconnect,1,high-speed links around AI clusters,Connectivity content,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,GFS,GlobalFoundries,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,0981.HK,SMIC,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,005930.KS,Samsung Electronics,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,SNPS,Synopsys,EDA/IP dependency,EDA/IP,1,"chip design, verification and IP blocks",Software subscription/IP license cost,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,SNPS,Synopsys,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,TSM,Taiwan Semiconductor Manufacturing,foundry wafer supply,Foundry,1,advanced logic wafers for AI/data-center chips,Wafer purchases; foundry ASP/yield and design-win volume,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,TSM,Taiwan Semiconductor Manufacturing,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,TSEM,Tower Semiconductor,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,UMC,United Microelectronics,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,ASX,ASE Technology,advanced packaging/test,OSAT,2,"chip assembly, test and high-end packaging flows",OSAT fees and utilization,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,6857.T,Advantest,ATE test,Test,2,ATE for high-speed devices,Test equipment capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,AMKR,Amkor Technology,advanced packaging/test,OSAT,2,assembly/test capacity for custom silicon,Packaging/test revenue,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,COHR,Coherent,optical component ecosystem,Photonics,2,lasers/transceivers for cluster networking,Optical component revenue,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,FORM,FormFactor,probe cards,Test,2,wafer probe for high-end chips,Probe-card purchases,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,LITE,Lumentum,external light-source ecosystem,Photonics,2,CPO/ELS light sources for future switch fabrics,Laser module revenue,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,MU,Micron Technology,HBM/DRAM supply,Memory,2,HBM/DRAM/NAND for servers and accelerators,Memory content and supply contracts,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,000660.KS,SK hynix,HBM memory supply,Memory,2,HBM stacks attached to AI accelerators and ASICs,Memory content per accelerator; ASP and volume,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,005930.KS,Samsung Electronics,alternative foundry / HBM supply,Foundry + memory,2,foundry capacity and/or HBM/DRAM supply,Wafer/HBM purchasing; capacity allocation,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,ASML,ASML Holding,lithography dependency,Wafer equipment,3,EUV/DUV tools enabling advanced foundry nodes,Indirect capex pass-through into wafer costs,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,AMD,Advanced Micro Devices,supplier/customer ecosystem,Analog/RF/power supply chain,3,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,AMAT,Applied Materials,process equipment dependency,Wafer equipment,3,deposition/etch/materials engineering for foundry nodes,Indirect WFE capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,BESI.AS,BE Semiconductor Industries,hybrid bonding/advanced packaging,Packaging equipment,3,chiplet/advanced package assembly tooling,OSAT/foundry capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,AVGO,Broadcom,supplier/customer ecosystem,Analog/RF/power supply chain,3,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,DISCO,DISCO,dicing/grinding,Packaging equipment,3,wafer thinning/dicing for advanced packages,Packaging equipment spend,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,KLAC,KLA,yield/metrology dependency,Metrology,3,process control to improve yield,Yield economics and capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,LRCX,Lam Research,etch/deposition dependency,Wafer equipment,3,etch/deposition intensity in logic and memory,Indirect WFE capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,NVDA,NVIDIA,supplier/customer ecosystem,Analog/RF/power supply chain,3,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,ASML,ASML Holding,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,Amazon AWS,Amazon AWS,hyperscaler customer,End market,4,AI infrastructure demand and custom accelerator/networking programs,Chip sales and cloud capex dollars,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,Amazon AWS,Amazon AWS,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,Apple devices,Apple devices,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,AMAT,Applied Materials,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,Arista Networks,Arista Networks,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,Automotive OEMs,Automotive OEMs,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,Cisco Systems,Cisco Systems,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,ENTG,Entegris,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,6488.TWO,GlobalWafers,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,Google Cloud,Google Cloud,hyperscaler customer,End market,4,AI accelerator/networking demand,Chip sales and design wins,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,Industrial automation OEMs,Industrial automation OEMs,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,KLAC,KLA,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,LRCX,Lam Research,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,Meta AI,Meta AI,hyperscaler customer,End market,4,large-scale GPU/custom silicon clusters,Chip and networking component revenue,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,Microsoft Azure,Microsoft Azure,hyperscaler customer,End market,4,AI cluster demand and custom silicon programs,"Chip sales, custom silicon NRE/volume",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
2454.TW,MediaTek,Microsoft Azure,Microsoft Azure,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,AXTI,AXT,upstream substrate/material dependency,Substrate/material,1,"InP, GaAs, SOI or silicon wafer platforms for lasers/PICs/SiPh","Substrate ASP, qualification slots and wafer volume",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,AAOI,Applied Optoelectronics,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,ALAB,Astera Labs,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,COHR,Coherent,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,CRDO,Credo Technology,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,ENA.V,Enablence Technologies,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,6488.TWO,GlobalWafers,upstream substrate/material dependency,Substrate/material,1,"InP, GaAs, SOI or silicon wafer platforms for lasers/PICs/SiPh","Substrate ASP, qualification slots and wafer volume",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,2301.TW,Lite-On Technology,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,LITE,Lumentum,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,MTSI,MACOM Technology Solutions,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,POET,POET Technologies,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,SMTC,Semtech,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,SIVE.ST,Sivers Semiconductors,optical ecosystem peer/customer/supplier,Optical components,1,"lasers, modulators, DSPs, drivers, optical engines or modules around 800G/1.6T/CPO","Component/module sales, NRE, qualification and ASP mix",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,SOI.PA,Soitec,upstream substrate/material dependency,Substrate/material,1,"InP, GaAs, SOI or silicon wafer platforms for lasers/PICs/SiPh","Substrate ASP, qualification slots and wafer volume",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,3105.TWO,WIN Semiconductors,upstream substrate/material dependency,Substrate/material,1,"InP, GaAs, SOI or silicon wafer platforms for lasers/PICs/SiPh","Substrate ASP, qualification slots and wafer volume",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,ASX,ASE Technology,assembly/test/packaging,Packaging/OSAT,2,"module, engine, PIC or advanced package assembly and test",Packaging/test service dollars,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,AMKR,Amkor Technology,assembly/test/packaging,Packaging/OSAT,2,"module, engine, PIC or advanced package assembly and test",Packaging/test service dollars,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,Ayar Labs,Ayar Labs,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,Corning,Corning,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,Fabrinet,Fabrinet,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,Foxconn,Foxconn,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,GFS,GlobalFoundries,foundry/PIC process dependency,Foundry/PIC,2,SiPh/RF/analog process platforms and wafer fabrication,"Wafer, mask and NRE dollars",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,LuxshareTech / Luxshare Precision,LuxshareTech / Luxshare Precision,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,O-Net Communications,O-Net Communications,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,Senko Advanced Components,Senko Advanced Components,module/connector/EMS ecosystem,Module manufacturing,2,"manufacturing, optical packaging, connectors or module integration",ODM/EMS module revenue and bill-of-material pull-through,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,TSM,Taiwan Semiconductor Manufacturing,foundry/PIC process dependency,Foundry/PIC,2,SiPh/RF/analog process platforms and wafer fabrication,"Wafer, mask and NRE dollars",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,TSEM,Tower Semiconductor,foundry/PIC process dependency,Foundry/PIC,2,SiPh/RF/analog process platforms and wafer fabrication,"Wafer, mask and NRE dollars",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,AVGO,Broadcom,CPO/switch silicon ecosystem,Switch silicon / AI network,3,optical links and external light sources connected to AI switches/accelerators,Optical attach rate per switch/accelerator; future CPO content,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,MRVL,Marvell Technology,CPO/switch silicon ecosystem,Switch silicon / AI network,3,optical links and external light sources connected to AI switches/accelerators,Optical attach rate per switch/accelerator; future CPO content,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,NVDA,NVIDIA,CPO/switch silicon ecosystem,Switch silicon / AI network,3,optical links and external light sources connected to AI switches/accelerators,Optical attach rate per switch/accelerator; future CPO content,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,Amazon AWS,Amazon AWS,hyperscaler end demand,AI data-center customer,5,AI clusters require optical interconnect bandwidth and lower power per bit,Indirect transceiver/CPO volume from datacenter capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,Google Cloud,Google Cloud,hyperscaler end demand,AI data-center customer,5,AI clusters require optical interconnect bandwidth and lower power per bit,Indirect transceiver/CPO volume from datacenter capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,Meta AI,Meta AI,hyperscaler end demand,AI data-center customer,5,AI clusters require optical interconnect bandwidth and lower power per bit,Indirect transceiver/CPO volume from datacenter capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
300308.SZ,Zhongji Innolight,Microsoft Azure,Microsoft Azure,hyperscaler end demand,AI data-center customer,5,AI clusters require optical interconnect bandwidth and lower power per bit,Indirect transceiver/CPO volume from datacenter capex,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,ASX,ASE Technology,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,AXTI,AXT,materials/substrate supplier,Materials,1,"wafers, substrates, photomasks, chemicals and contamination control",Materials purchases and qualified supply slots,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,AMD,Advanced Micro Devices,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,3661.TW,Alchip Technologies,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,AMKR,Amkor Technology,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,AAOI,Applied Optoelectronics,compound/photonic material ecosystem,Materials -> photonics,1,"substrates or material platforms for lasers, SiPh, PICs or optical modules",Substrate/material sales; qualification-driven revenue visibility,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,ARM,Arm Holdings,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,ARM,Arm Holdings,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
3105.TWO,WIN Semiconductors,ALAB,Astera Labs,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
